Date,Open,High,Low,Close,Adj Close,Volume
2022-05-05,40.5,40.5099983215332,34.52000045776367,35.86000061035156,35.86000061035156,227776300
2022-05-06,35.09000015258789,36.529998779296875,33.099998474121094,34.61000061035156,34.61000061035156,233397200
2022-05-09,32.560001373291016,33.41999816894531,30.010000228881836,30.520000457763672,30.520000457763672,210209900
2022-05-10,32.720001220703125,33.08000183105469,30.280000686645508,31.56999969482422,31.56999969482422,231789800
2022-05-11,30.850000381469727,32.599998474121094,28.469999313354492,28.760000228881836,28.760000228881836,264765900
2022-05-12,27.43000030517578,29.889999389648438,26.690000534057617,28.530000686645508,28.530000686645508,295496500
2022-05-13,29.850000381469727,32.0,29.3799991607666,31.6299991607666,31.6299991607666,197974000
2022-05-16,31.1299991607666,31.780000686645508,30.18000030517578,30.649999618530273,30.649999618530273,159194000
2022-05-17,32.43000030517578,33.08000183105469,31.239999771118164,32.959999084472656,32.959999084472656,153990700
2022-05-18,31.459999084472656,31.690000534057617,27.690000534057617,28.149999618530273,28.149999618530273,164052600
2022-05-19,27.540000915527344,29.020000457763672,27.040000915527344,27.579999923706055,27.579999923706055,196007800
2022-05-20,28.649999618530273,28.84000015258789,24.93000030517578,27.34000015258789,27.34000015258789,229055600
2022-05-23,27.649999618530273,28.829999923706055,26.959999084472656,28.690000534057617,28.690000534057617,170520300
2022-05-24,27.149999618530273,27.360000610351562,25.43000030517578,26.899999618530273,26.899999618530273,183244300
2022-05-25,26.440000534057617,28.600000381469727,26.389999389648438,27.979999542236328,27.979999542236328,180641900
2022-05-26,27.760000228881836,30.780000686645508,27.68000030517578,30.31999969482422,30.31999969482422,168565800
2022-05-27,31.299999237060547,33.34000015258789,31.270000457763672,33.290000915527344,33.290000915527344,157517900
2022-05-31,33.29999923706055,34.0,31.729999542236328,33.04999923706055,33.04999923706055,184579300
2022-06-01,33.709999084472656,34.43000030517578,31.549999237060547,32.279998779296875,32.279998779296875,199447100
2022-06-02,31.920000076293945,34.97999954223633,31.450000762939453,34.900001525878906,34.900001525878906,168430700
2022-06-03,33.13999938964844,33.630001068115234,31.760000228881836,32.13999938964844,32.13999938964844,162132600
2022-06-06,33.619998931884766,34.130001068115234,32.0,32.540000915527344,32.540000915527344,150479300
2022-06-07,31.420000076293945,33.599998474121094,31.049999237060547,33.33000183105469,33.33000183105469,137443300
2022-06-08,33.08000183105469,33.939998626708984,32.33000183105469,32.650001525878906,32.650001525878906,112853000
2022-06-09,32.06999969482422,33.060001373291016,29.93000030517578,29.989999771118164,29.989999771118164,137979700
2022-06-10,28.260000228881836,28.6200008392334,26.670000076293945,26.790000915527344,26.790000915527344,171155100
2022-06-13,24.270000457763672,24.979999542236328,22.81999969482422,23.079999923706055,23.079999923706055,213365700
2022-06-14,23.639999389648438,23.8700008392334,22.520000457763672,23.229999542236328,23.229999542236328,196600500
2022-06-15,24.059999465942383,25.920000076293945,23.34000015258789,24.899999618530273,24.899999618530273,274911500
2022-06-16,22.989999771118164,23.1200008392334,21.31999969482422,21.860000610351562,21.860000610351562,212142200
2022-06-17,22.06999969482422,23.280000686645508,21.649999618530273,22.670000076293945,22.670000076293945,220134700
2022-06-21,23.81999969482422,24.979999542236328,23.780000686645508,24.3799991607666,24.3799991607666,159204100
2022-06-22,23.709999084472656,25.450000762939453,23.549999237060547,24.290000915527344,24.290000915527344,194486800
2022-06-23,24.940000534057617,25.56999969482422,24.170000076293945,25.329999923706055,25.329999923706055,182686400
2022-06-24,26.110000610351562,28.040000915527344,26.049999237060547,27.979999542236328,27.979999542236328,151295000
2022-06-27,28.350000381469727,28.5,27.0,27.31999969482422,27.31999969482422,169131000
2022-06-28,27.459999084472656,28.209999084472656,24.760000228881836,24.829999923706055,24.829999923706055,186870800
2022-06-29,24.780000686645508,25.290000915527344,24.100000381469727,24.8799991607666,24.8799991607666,190091100
2022-06-30,24.059999465942383,24.889999389648438,22.75,24.0,24.0,256203900
2022-07-01,23.600000381469727,24.5,23.100000381469727,24.389999389648438,24.389999389648438,208264100
2022-07-05,23.40999984741211,25.68000030517578,23.0,25.649999618530273,25.649999618530273,220554000
2022-07-06,25.770000457763672,26.719999313354492,25.280000686645508,26.139999389648438,26.139999389648438,206122900
2022-07-07,26.3799991607666,28.0,26.3700008392334,27.760000228881836,27.760000228881836,137866300
2022-07-08,26.989999771118164,28.309999465942383,26.709999084472656,27.889999389648438,27.889999389648438,159565900
2022-07-11,27.200000762939453,27.270000457763672,25.860000610351562,26.110000610351562,26.110000610351562,129224100
2022-07-12,26.440000534057617,26.979999542236328,24.90999984741211,25.350000381469727,25.350000381469727,159616500
2022-07-13,23.84000015258789,25.829999923706055,23.690000534057617,25.190000534057617,25.190000534057617,180575500
2022-07-14,24.469999313354492,25.68000030517578,23.6200008392334,25.450000762939453,25.450000762939453,175823500
2022-07-15,26.270000457763672,26.850000381469727,25.809999465942383,26.790000915527344,26.790000915527344,154125900
2022-07-18,27.610000610351562,28.0,25.81999969482422,26.170000076293945,26.170000076293945,159950200
2022-07-19,27.149999618530273,28.6200008392334,26.690000534057617,28.459999084472656,28.459999084472656,149321700
2022-07-20,28.65999984741211,30.25,28.440000534057617,29.889999389648438,29.889999389648438,188563100
2022-07-21,30.010000228881836,31.18000030517578,29.219999313354492,31.15999984741211,31.15999984741211,159690900
2022-07-22,30.8799991607666,31.530000686645508,28.950000762939453,29.530000686645508,29.530000686645508,149196400
2022-07-25,29.530000686645508,29.670000076293945,28.40999984741211,29.09000015258789,29.09000015258789,110448800
2022-07-26,28.489999771118164,28.56999969482422,27.049999237060547,27.329999923706055,27.329999923706055,115877800
2022-07-27,28.600000381469727,31.25,28.43000030517578,30.739999771118164,30.739999771118164,170959500
2022-07-28,30.68000030517578,31.81999969482422,29.520000457763672,31.6200008392334,31.6200008392334,162035900
2022-07-29,32.130001068115234,33.650001525878906,31.670000076293945,33.36000061035156,33.36000061035156,146073200
2022-08-01,32.779998779296875,34.41999816894531,32.439998626708984,33.310001373291016,33.310001373291016,142641500
2022-08-02,32.540000915527344,34.349998474121094,32.209999084472656,33.0,33.0,162687500
2022-08-03,33.54999923706055,35.95000076293945,33.310001373291016,35.63999938964844,35.63999938964844,146629600
