,Open,High,Low,Close,Adj Close,Volume
2022-07-28 09:30:00-04:00,12032.326171875,12056.9453125,12032.326171875,12056.9453125,12056.9453125,0.0
2022-07-28 09:31:00-04:00,12062.2666015625,12073.5185546875,12062.2666015625,12070.2998046875,12070.2998046875,29626547.0
2022-07-28 09:32:00-04:00,12071.8759765625,12077.947265625,12068.9951171875,12068.9951171875,12068.9951171875,28165495.0
2022-07-28 09:33:00-04:00,12066.5361328125,12066.5361328125,12048.427734375,12052.869140625,12052.869140625,26959476.0
2022-07-28 09:34:00-04:00,12048.7919921875,12057.7421875,12048.7919921875,12054.40625,12054.40625,23390310.0
2022-07-28 09:35:00-04:00,12056.89453125,12066.9443359375,12050.9697265625,12064.890625,12064.890625,24311285.0
2022-07-28 09:36:00-04:00,12065.6474609375,12065.6474609375,12055.203125,12058.02734375,12058.02734375,24034515.0
2022-07-28 09:37:00-04:00,12058.27734375,12061.9892578125,12055.9296875,12057.212890625,12057.212890625,21538957.0
2022-07-28 09:38:00-04:00,12057.359375,12057.359375,12033.8701171875,12033.8701171875,12033.8701171875,23528586.0
2022-07-28 09:39:00-04:00,12034.9365234375,12039.3388671875,12033.34765625,12033.34765625,12033.34765625,20647557.0
2022-07-28 09:40:00-04:00,12031.560546875,12035.4423828125,12024.4814453125,12024.4814453125,12024.4814453125,20714492.0
2022-07-28 09:41:00-04:00,12023.5693359375,12035.1923828125,12023.5693359375,12030.8681640625,12030.8681640625,20901622.0
2022-07-28 09:42:00-04:00,12026.11328125,12026.11328125,12009.0849609375,12011.7626953125,12011.7626953125,20230581.0
2022-07-28 09:43:00-04:00,12013.2744140625,12015.5166015625,11998.2041015625,11998.2041015625,11998.2041015625,20523593.0
2022-07-28 09:44:00-04:00,11995.4658203125,11995.4658203125,11966.5224609375,11966.5224609375,11966.5224609375,21617558.0
2022-07-28 09:45:00-04:00,11963.7255859375,11964.2236328125,11953.3505859375,11953.3505859375,11953.3505859375,24660108.0
2022-07-28 09:46:00-04:00,11948.5849609375,11950.263671875,11946.451171875,11948.6220703125,11948.6220703125,22409690.0
2022-07-28 09:47:00-04:00,11939.7373046875,11939.7373046875,11933.193359375,11933.193359375,11933.193359375,19854437.0
2022-07-28 09:48:00-04:00,11932.9267578125,11946.4755859375,11932.9267578125,11945.173828125,11945.173828125,20110723.0
2022-07-28 09:49:00-04:00,11943.818359375,11948.125,11941.5205078125,11947.611328125,11947.611328125,18447293.0
2022-07-28 09:50:00-04:00,11946.1826171875,11955.80859375,11946.1826171875,11954.32421875,11954.32421875,16749248.0
2022-07-28 09:51:00-04:00,11952.6181640625,11952.6181640625,11942.1796875,11942.1796875,11942.1796875,19504629.0
2022-07-28 09:52:00-04:00,11940.150390625,11943.787109375,11939.732421875,11941.1484375,11941.1484375,15310654.0
2022-07-28 09:53:00-04:00,11931.166015625,11931.166015625,11918.70703125,11919.9765625,11919.9765625,18740637.0
2022-07-28 09:54:00-04:00,11910.5361328125,11919.630859375,11908.8154296875,11914.6953125,11914.6953125,17521967.0
2022-07-28 09:55:00-04:00,11912.921875,11934.2255859375,11912.921875,11934.2255859375,11934.2255859375,17226065.0
2022-07-28 09:56:00-04:00,11935.0732421875,11937.0361328125,11933.1064453125,11936.6474609375,11936.6474609375,16278300.0
2022-07-28 09:57:00-04:00,11936.326171875,11938.7158203125,11931.4453125,11938.7158203125,11938.7158203125,12948193.0
2022-07-28 09:58:00-04:00,11936.673828125,11936.8857421875,11931.5986328125,11931.5986328125,11931.5986328125,12919075.0
2022-07-28 09:59:00-04:00,11935.509765625,11938.453125,11928.9814453125,11933.6083984375,11933.6083984375,12737273.0
2022-07-28 10:00:00-04:00,11938.3583984375,11951.8642578125,11938.3583984375,11948.1220703125,11948.1220703125,15445022.0
2022-07-28 10:01:00-04:00,11948.39453125,11963.875,11947.2529296875,11963.875,11963.875,14573303.0
2022-07-28 10:02:00-04:00,11963.4833984375,11963.4833984375,11958.607421875,11962.517578125,11962.517578125,15780438.0
